stack,ind,Cell_Label
stack_1,051_005,5.0
stack_1,050_001,14.0
stack_1,049_011,13.0
stack_1,048_015,13.0
stack_1,047_001,6.0
stack_1,046_009,6.0
stack_1,056_010,14.0
stack_1,044_004,3.0
stack_1,045_006,15.0
stack_1,035_008,8.0
stack_1,036_013,14.0
stack_1,037_013,15.0
stack_1,038_002,3.0
stack_1,034_015,15.0
stack_1,040_001,4.0
stack_1,041_011,13.0
stack_1,042_009,13.0
stack_1,043_002,4.0
stack_1,039_002,15.0
stack_1,073_020,6.0
stack_1,081_024,28.0
stack_1,080_014,26.0
stack_1,079_022,24.0
stack_1,078_012,24.0
stack_1,077_019,28.0
stack_1,076_009,27.0
stack_1,075_017,11.0
stack_1,074_017,14.0
stack_1,082_031,28.0
stack_1,067_004,20.0
stack_1,070_025,15.0
stack_1,069_005,9.0
stack_1,068_003,9.0
stack_1,066_002,17.0
stack_1,065_001,3.0
stack_1,064_006,8.0
stack_1,063_008,
stack_1,062_009,14.0
stack_1,061_010,16.0
stack_1,083_032,11.0
stack_1,072_023,7.0
stack_1,084_031,29.0
stack_1,096_025,24.0
stack_1,086_015,28.0
stack_1,109_015,5.0
stack_1,108_001,1.0
stack_1,107_008,4.0
stack_1,106_002,1.0
stack_1,105_009,
stack_1,104_010,8.0
stack_1,103_004,3.0
stack_1,102_026,18.0
stack_1,101_016,11.0
stack_1,100_017,18.0
stack_1,099_021,10.0
stack_1,098_010,20.0
stack_1,097_026,19.0
stack_1,060_008,11.0
stack_1,095_009,29.0
stack_1,094_029,6.0
stack_1,093_012,8.0
stack_1,092_023,
stack_1,091_013,31.0
stack_1,090_023,20.0
stack_1,089_020,16.0
stack_1,088_026,15.0
stack_1,087_026,11.0
stack_1,085_003,15.0
stack_1,059_002,15.0
stack_1,071_020,16.0
stack_1,057_013,15.0
stack_1,029_009,10.0
stack_1,028_010,2.0
stack_1,027_004,7.0
stack_1,026_001,3.0
stack_1,025_005,7.0
stack_1,024_003,3.0
stack_1,023_005,3.0
stack_1,022_002,1.0
stack_1,021_006,7.0
stack_1,020_007,6.0
stack_1,030_007,4.0
stack_1,019_003,2.0
stack_1,017_003,7.0
stack_1,016_002,8.0
stack_1,015_003,7.0
stack_1,014_006,9.0
stack_1,013_002,8.0
stack_1,012_008,7.0
stack_1,011_007,8.0
stack_1,010_007,7.0
stack_1,009_004,5.0
stack_1,008_008,2.0
stack_1,018_005,6.0
stack_1,031_005,4.0
stack_1,058_013,15.0
stack_1,033_004,3.0
stack_1,056_010,14.0
stack_1,055_006,15.0
stack_1,054_002,13.0
stack_1,053_005,12.0
stack_1,052_014,14.0
stack_1,051_005,5.0
stack_1,032_012,7.0
stack_1,049_011,13.0
stack_1,048_015,13.0
stack_1,047_001,6.0
stack_1,046_009,6.0
stack_1,050_001,14.0
stack_1,044_004,3.0
stack_1,045_006,15.0
stack_1,035_008,8.0
stack_1,036_013,14.0
stack_1,037_013,15.0
stack_1,038_002,3.0
stack_1,034_015,15.0
stack_1,040_001,4.0
stack_1,041_011,13.0
stack_1,042_009,13.0
stack_1,043_002,4.0
stack_1,039_002,15.0
stack_1,082_028,16.0
stack_1,081_019,26.0
stack_1,080_026,
stack_1,079_028,14.0
stack_1,078_029,16.0
stack_1,077_029,13.0
stack_1,076_022,20.0
stack_1,075_025,12.0
stack_1,074_025,13.0
stack_1,073_023,8.0
stack_1,061_003,11.0
stack_1,071_016,2.0
stack_1,070_005,13.0
stack_1,069_003,12.0
stack_1,068_007,12.0
stack_1,067_006,4.0
stack_1,066_007,4.0
stack_1,065_006,5.0
stack_1,064_009,3.0
stack_1,063_004,4.0
stack_1,062_012,2.0
stack_1,083_018,28.0
stack_1,072_027,10.0
stack_1,084_025,24.0
stack_1,096_031,27.0
stack_1,086_029,10.0
stack_1,060_015,4.0
stack_1,108_027,12.0
stack_1,107_035,15.0
stack_1,106_024,18.0
stack_1,105_029,13.0
stack_1,104_025,6.0
stack_1,103_031,15.0
stack_1,102_021,28.0
stack_1,101_027,23.0
stack_1,100_030,22.0
stack_1,085_020,17.0
stack_1,099_030,18.0
stack_1,097_008,28.0
stack_1,095_027,10.0
stack_1,094_032,23.0
stack_1,093_032,21.0
stack_1,092_030,23.0
stack_1,091_027,19.0
stack_1,090_030,28.0
stack_1,089_032,29.0
stack_1,088_032,28.0
stack_1,087_032,28.0
stack_1,098_018,13.0
stack_1,109_029,19.0
stack_1,059_011,8.0
stack_1,057_005,3.0
stack_1,029_010,
stack_1,028_004,7.0
stack_1,027_006,4.0
stack_1,026_003,2.0
stack_1,025_006,2.0
stack_1,024_001,2.0
stack_1,023_003,6.0
stack_1,022_006,6.0
stack_1,021_004,2.0
stack_1,020_004,3.0
stack_1,030_010,14.0
stack_1,019_002,5.0
stack_1,017_008,4.0
stack_1,016_006,7.0
stack_1,015_008,2.0
stack_1,014_002,8.0
stack_1,013_003,6.0
stack_1,012_004,1.0
stack_1,011_002,7.0
stack_1,010_005,4.0
stack_1,009_002,4.0
stack_1,008_003,4.0
stack_1,018_006,2.0
stack_1,031_011,15.0
stack_1,058_008,10.0
stack_1,033_005,8.0
stack_1,032_007,5.0
stack_1,055_016,12.0
stack_1,054_007,10.0
stack_1,053_016,9.0
stack_1,052_009,4.0
stack_1,051_015,2.0
stack_1,050_007,7.0
stack_1,049_004,3.0
stack_1,048_012,3.0
stack_1,047_014,5.0
stack_1,046_016,4.0
stack_1,056_015,6.0
stack_1,044_008,6.0
stack_1,045_010,6.0
stack_1,035_007,11.0
stack_1,036_007,9.0
stack_1,037_012,6.0
stack_1,038_014,9.0
stack_1,034_006,8.0
stack_1,040_003,9.0
stack_1,041_016,7.0
stack_1,042_014,6.0
stack_1,043_016,7.0
stack_1,039_015,8.0
stack_1,073_015,11.0
stack_1,081_025,16.0
stack_1,080_023,8.0
stack_1,079_012,6.0
stack_1,078_008,6.0
stack_1,077_006,2.0
stack_1,076_011,10.0
stack_1,075_014,6.0
stack_1,074_016,6.0
stack_1,082_014,4.0
stack_1,067_006,4.0
stack_1,070_005,13.0
stack_1,069_003,12.0
stack_1,068_007,12.0
stack_1,066_007,4.0
stack_1,065_006,5.0
stack_1,064_009,3.0
stack_1,063_004,4.0
stack_1,062_012,2.0
stack_1,061_003,11.0
stack_1,083_014,31.0
stack_1,072_024,15.0
stack_1,084_014,16.0
stack_1,096_015,20.0
stack_1,086_013,3.0
stack_1,109_005,20.0
stack_1,108_013,20.0
stack_1,107_029,19.0
stack_1,106_018,22.0
stack_1,105_012,17.0
stack_1,104_030,10.0
stack_1,103_019,17.0
stack_1,102_027,22.0
stack_1,101_015,21.0
stack_1,100_026,15.0
stack_1,099_011,11.0
stack_1,098_007,15.0
stack_1,097_016,21.0
stack_1,060_015,4.0
stack_1,095_016,2.0
stack_1,094_030,26.0
stack_1,093_023,24.0
stack_1,092_025,
stack_1,091_014,8.0
stack_1,090_005,21.0
stack_1,089_005,27.0
stack_1,088_013,
stack_1,087_027,26.0
stack_1,085_017,23.0
stack_1,059_011,8.0
stack_1,071_016,2.0
stack_1,057_005,3.0
stack_1,029_010,
stack_1,028_004,7.0
stack_1,027_006,4.0
stack_1,026_003,2.0
stack_1,025_006,2.0
stack_1,024_001,2.0
stack_1,023_003,6.0
stack_1,022_006,6.0
stack_1,021_004,2.0
stack_1,020_004,3.0
stack_1,030_010,14.0
stack_1,019_002,5.0
stack_1,017_008,4.0
stack_1,016_006,7.0
stack_1,015_008,2.0
stack_1,014_002,8.0
stack_1,013_003,6.0
stack_1,012_004,1.0
stack_1,011_002,7.0
stack_1,010_005,4.0
stack_1,009_002,4.0
stack_1,008_003,4.0
stack_1,018_006,2.0
stack_1,031_011,15.0
stack_1,058_008,10.0
stack_1,033_005,8.0
stack_1,056_015,6.0
stack_1,055_016,12.0
stack_1,054_007,10.0
stack_1,053_016,9.0
stack_1,052_009,4.0
stack_1,051_015,2.0
stack_1,032_007,5.0
stack_1,049_004,3.0
stack_1,048_012,3.0
stack_1,047_014,5.0
stack_1,046_016,4.0
stack_1,050_007,7.0
stack_1,044_008,6.0
stack_1,045_010,6.0
stack_1,035_007,11.0
stack_1,036_007,9.0
stack_1,037_012,6.0
stack_1,038_014,9.0
stack_1,034_006,8.0
stack_1,040_003,9.0
stack_1,041_016,7.0
stack_1,042_014,6.0
stack_1,043_016,7.0
stack_1,039_015,8.0
stack_1,081_014,13.0
stack_1,080_029,
stack_1,079_016,2.0
stack_1,078_017,4.0
stack_1,077_023,5.0
stack_1,076_028,9.0
stack_1,075_004,2.0
stack_1,074_019,3.0
stack_1,073_022,3.0
stack_1,072_020,2.0
stack_1,060_006,5.0
stack_1,070_018,
stack_1,069_025,20.0
stack_1,068_025,23.0
stack_1,067_075,2.0
stack_1,066_008,5.0
stack_1,065_003,12.0
stack_1,064_001,6.0
stack_1,063_005,2.0
stack_1,062_003,1.0
stack_1,061_002,4.0
stack_1,082_029,3.0
stack_1,071_024,3.0
stack_1,083_023,22.0
stack_1,096_021,16.0
stack_1,085_030,31.0
stack_1,059_015,7.0
stack_1,108_037,8.0
stack_1,107_001,3.0
stack_1,106_005,17.0
stack_1,105_004,12.0
stack_1,104_024,9.0
stack_1,103_011,5.0
stack_1,102_018,17.0
stack_1,101_025,14.0
stack_1,100_018,11.0
stack_1,099_022,4.0
stack_1,098_012,22.0
stack_1,097_020,16.0
stack_1,095_025,15.0
stack_1,094_019,12.0
stack_1,093_004,25.0
stack_1,092_027,12.0
stack_1,091_030,
stack_1,090_006,16.0
stack_1,089_021,18.0
stack_1,088_010,20.0
stack_1,087_017,
stack_1,086_019,
stack_1,084_022,14.0
stack_1,109_008,4.0
stack_1,058_003,4.0
stack_1,056_006,1.0
stack_1,029_006,9.0
stack_1,028_004,7.0
stack_1,027_006,4.0
stack_1,026_003,2.0
stack_1,025_006,2.0
stack_1,024_001,2.0
stack_1,023_003,6.0
stack_1,022_006,6.0
stack_1,021_004,2.0
stack_1,020_004,3.0
stack_1,030_009,15.0
stack_1,019_002,5.0
stack_1,017_008,4.0
stack_1,016_006,7.0
stack_1,015_008,2.0
stack_1,014_002,8.0
stack_1,013_003,6.0
stack_1,012_004,1.0
stack_1,011_002,7.0
stack_1,010_005,4.0
stack_1,009_002,4.0
stack_1,008_003,4.0
stack_1,018_006,2.0
stack_1,031_008,14.0
stack_1,057_006,1.0
stack_1,033_009,14.0
stack_1,055_009,4.0
stack_1,054_012,4.0
stack_1,053_014,3.0
stack_1,052_015,1.0
stack_1,051_016,6.0
stack_1,050_015,1.0
stack_1,032_003,10.0
stack_1,048_010,1.0
stack_1,047_002,4.0
stack_1,046_010,3.0
stack_1,045_015,1.0
stack_1,049_008,1.0
stack_1,043_015,9.0
stack_1,042_006,1.0
stack_1,041_006,2.0
stack_1,040_005,8.0
stack_1,039_005,4.0
stack_1,038_012,7.0
stack_1,037_008,3.0
stack_1,036_010,
stack_1,035_004,3.0
stack_1,034_003,3.0
stack_1,044_016,7.0
stack_1,074_004,10.0
stack_1,075_015,14.0
stack_1,076_012,8.0
stack_1,077_028,1.0
stack_1,082_022,2.0
stack_1,079_030,5.0
stack_1,080_024,
stack_1,081_015,5.0
stack_1,078_030,3.0
stack_1,073_017,18.0
stack_1,061_002,4.0
stack_1,071_008,1.0
stack_1,070_021,16.0
stack_1,069_024,23.0
stack_1,068_025,23.0
stack_1,067_075,2.0
stack_1,066_008,5.0
stack_1,065_003,12.0
stack_1,064_001,6.0
stack_1,063_005,2.0
stack_1,062_003,1.0
stack_1,083_031,30.0
stack_1,072_017,16.0
stack_1,084_007,3.0
stack_1,096_032,14.0
stack_1,086_028,
stack_1,060_006,5.0
stack_1,108_016,78.0
stack_1,107_005,29.0
stack_1,106_021,42.0
stack_1,105_014,32.0
stack_1,104_002,19.0
stack_1,103_003,29.0
stack_1,102_024,20.0
stack_1,101_021,24.0
stack_1,100_012,16.0
stack_1,085_008,26.0
stack_1,099_033,19.0
stack_1,097_024,18.0
stack_1,095_023,1.0
stack_1,094_009,27.0
stack_1,093_029,30.0
stack_1,092_009,4.0
stack_1,091_029,1.0
stack_1,090_020,17.0
stack_1,089_019,20.0
stack_1,088_029,23.0
stack_1,087_024,13.0
stack_1,098_027,16.0
stack_1,109_016,30.0
stack_1,059_015,7.0
stack_1,057_006,1.0
stack_1,029_006,9.0
stack_1,028_004,7.0
stack_1,027_006,4.0
stack_1,026_003,2.0
stack_1,025_006,2.0
stack_1,024_001,2.0
stack_1,023_003,6.0
stack_1,022_006,6.0
stack_1,021_004,2.0
stack_1,019_002,5.0
stack_1,030_009,15.0
stack_1,018_006,2.0
stack_1,016_006,7.0
stack_1,015_008,2.0
stack_1,014_002,8.0
stack_1,013_003,6.0
stack_1,012_004,1.0
stack_1,011_002,7.0
stack_1,010_005,4.0
stack_1,009_002,4.0
stack_1,008_003,4.0
stack_1,058_003,4.0
stack_1,017_008,4.0
stack_1,031_008,14.0
stack_1,020_004,3.0
stack_1,033_009,14.0
stack_1,032_003,10.0
stack_1,055_009,4.0
stack_1,054_012,4.0
stack_1,053_014,3.0
stack_1,052_015,1.0
stack_1,051_016,6.0
stack_1,050_015,1.0
stack_1,049_008,1.0
stack_1,048_010,1.0
stack_1,047_002,4.0
stack_1,046_010,3.0
stack_1,045_015,1.0
stack_1,056_006,1.0
stack_1,034_003,3.0
stack_1,043_015,9.0
stack_1,042_006,1.0
stack_1,041_006,2.0
stack_1,040_005,8.0
stack_1,039_005,4.0
stack_1,038_012,7.0
stack_1,037_008,3.0
stack_1,036_010,
stack_1,035_004,3.0
stack_1,044_016,7.0
stack_1,075_026,20.0
stack_1,076_015,6.0
stack_1,077_027,8.0
stack_1,078_020,8.0
stack_1,083_029,14.0
stack_1,080_032,3.0
stack_1,081_012,4.0
stack_1,082_027,9.0
stack_1,074_011,16.0
stack_1,079_031,11.0
stack_1,073_024,22.0
stack_1,067_024,8.0
stack_1,071_018,10.0
stack_1,070_019,17.0
stack_1,069_011,22.0
stack_1,068_016,21.0
stack_1,066_019,8.0
stack_1,065_020,18.0
stack_1,064_005,11.0
stack_1,063_011,14.0
stack_1,062_001,9.0
stack_1,061_009,2.0
stack_1,072_010,19.0
stack_1,084_027,4.0
stack_1,060_010,7.0
stack_1,086_027,
stack_1,109_014,22.0
stack_1,108_031,35.0
stack_1,107_017,22.0
stack_1,106_027,36.0
stack_1,105_018,30.0
stack_1,104_009,30.0
stack_1,103_032,26.0
stack_1,102_028,9.0
stack_1,101_018,16.0
stack_1,100_022,7.0
stack_1,099_008,20.0
stack_1,098_025,24.0
stack_1,097_031,9.0
stack_1,096_024,5.0
stack_1,095_029,11.0
stack_1,094_028,18.0
stack_1,093_031,26.0
stack_1,092_029,7.0
stack_1,091_031,5.0
stack_1,090_032,5.0
stack_1,089_031,10.0
stack_1,088_027,11.0
stack_1,087_030,
stack_1,085_025,24.0
stack_1,059_005,3.0
stack_1,015_004,3.0
stack_1,057_001,5.0
stack_1,030_014,13.0
stack_1,029_013,
stack_1,028_009,10.0
stack_1,027_001,2.0
stack_1,026_006,9.0
stack_1,025_002,3.0
stack_1,024_008,8.0
stack_1,023_007,5.0
stack_1,022_008,8.0
stack_1,021_005,3.0
stack_1,031_014,10.0
stack_1,020_003,4.0
stack_1,018_004,3.0
stack_1,017_002,3.0
stack_1,016_005,1.0
stack_1,058_007,1.0
stack_1,014_004,1.0
stack_1,013_005,1.0
stack_1,012_006,3.0
stack_1,011_006,1.0
stack_1,010_004,1.0
stack_1,009_003,3.0
stack_1,019_006,8.0
stack_1,032_010,8.0
stack_1,008_007,8.0
stack_1,034_009,1.0
stack_1,056_016,4.0
stack_1,055_001,2.0
stack_1,054_005,3.0
stack_1,053_009,5.0
stack_1,052_013,5.0
stack_1,051_014,15.0
stack_1,033_013,12.0
stack_1,049_012,4.0
stack_1,048_006,5.0
stack_1,047_010,14.0
stack_1,046_012,14.0
stack_1,050_008,4.0
stack_1,044_012,14.0
stack_1,043_013,16.0
stack_1,042_013,5.0
stack_1,041_009,5.0
stack_1,040_011,14.0
stack_1,039_010,1.0
stack_1,038_015,16.0
stack_1,037_002,1.0
stack_1,036_005,
stack_1,035_009,14.0
stack_1,045_003,3.0
stack_1,075_030,24.0
stack_1,076_002,5.0
stack_1,077_004,9.0
stack_1,078_006,9.0
stack_1,083_009,8.0
stack_1,080_010,
stack_1,081_006,1.0
stack_1,082_003,8.0
stack_1,079_001,12.0
stack_1,074_028,24.0
stack_1,062_001,9.0
stack_1,072_016,25.0
stack_1,071_014,14.0
stack_1,070_016,12.0
stack_1,069_022,21.0
stack_1,068_018,20.0
stack_1,067_021,7.0
stack_1,066_019,8.0
stack_1,065_020,18.0
stack_1,064_005,11.0
stack_1,063_011,14.0
stack_1,084_008,1.0
stack_1,073_009,28.0
stack_1,085_026,19.0
stack_1,097_030,2.0
stack_1,087_003,5.0
stack_1,061_009,2.0
stack_1,109_012,18.0
stack_1,108_024,49.0
stack_1,107_023,21.0
stack_1,106_025,35.0
stack_1,105_011,35.0
stack_1,104_017,34.0
stack_1,103_025,21.0
stack_1,102_015,2.0
stack_1,101_003,6.0
stack_1,086_002,8.0
stack_1,100_007,5.0
stack_1,098_026,27.0
stack_1,096_017,1.0
stack_1,095_008,12.0
stack_1,094_003,9.0
stack_1,093_021,27.0
stack_1,092_028,1.0
stack_1,091_016,4.0
stack_1,090_008,2.0
stack_1,089_025,3.0
stack_1,088_005,4.0
stack_1,099_002,17.0
stack_1,060_010,7.0
stack_1,059_005,3.0
stack_1,008_007,8.0
stack_1,030_014,13.0
stack_1,029_013,
stack_1,028_009,10.0
stack_1,027_001,2.0
stack_1,026_006,9.0
stack_1,025_002,3.0
stack_1,024_008,8.0
stack_1,023_007,5.0
stack_1,022_008,8.0
stack_1,020_003,4.0
stack_1,031_014,10.0
stack_1,019_006,8.0
stack_1,017_002,3.0
stack_1,016_005,1.0
stack_1,015_004,3.0
stack_1,014_004,1.0
stack_1,013_005,1.0
stack_1,012_006,3.0
stack_1,011_006,1.0
stack_1,010_004,1.0
stack_1,009_003,3.0
stack_1,058_007,1.0
stack_1,018_004,3.0
stack_1,032_010,8.0
stack_1,021_005,3.0
stack_1,034_009,1.0
stack_1,033_013,12.0
stack_1,056_016,4.0
stack_1,055_001,2.0
stack_1,054_005,3.0
stack_1,053_009,5.0
stack_1,052_013,5.0
stack_1,051_014,15.0
stack_1,050_008,4.0
stack_1,049_012,4.0
stack_1,048_006,5.0
stack_1,047_010,14.0
stack_1,046_012,14.0
stack_1,057_001,5.0
stack_1,035_009,14.0
stack_1,044_012,14.0
stack_1,043_013,16.0
stack_1,042_013,5.0
stack_1,041_009,5.0
stack_1,040_011,14.0
stack_1,039_010,1.0
stack_1,038_015,16.0
stack_1,037_002,1.0
stack_1,036_005,
stack_1,045_003,3.0
stack_1,075_010,31.0
stack_1,076_010,28.0
stack_1,077_030,22.0
stack_1,078_011,27.0
stack_1,083_002,24.0
stack_1,080_007,6.0
stack_1,081_003,20.0
stack_1,082_010,24.0
stack_1,074_018,31.0
stack_1,079_018,28.0
stack_1,073_019,30.0
stack_1,067_018,11.0
stack_1,071_010,19.0
stack_1,070_010,2.0
stack_1,069_013,6.0
stack_1,068_010,7.0
stack_1,066_018,11.0
stack_1,065_010,15.0
stack_1,064_020,9.0
stack_1,063_012,16.0
stack_1,062_006,11.0
stack_1,061_013,5.0
stack_1,072_015,30.0
stack_1,084_003,17.0
stack_1,060_001,6.0
stack_1,086_022,
stack_1,109_038,80.0
stack_1,108_022,46.0
stack_1,107_033,59.0
stack_1,106_020,28.0
stack_1,105_034,2.0
stack_1,104_019,11.0
stack_1,103_022,41.0
stack_1,102_031,30.0
stack_1,101_032,31.0
stack_1,100_028,31.0
stack_1,099_025,34.0
stack_1,098_011,2.0
stack_1,097_015,25.0
stack_1,096_002,22.0
stack_1,095_004,6.0
stack_1,094_024,30.0
stack_1,093_003,6.0
stack_1,092_007,5.0
stack_1,091_002,11.0
stack_1,090_001,27.0
stack_1,089_022,26.0
stack_1,088_023,27.0
stack_1,087_005,25.0
stack_1,085_018,3.0
stack_1,059_009,2.0
stack_1,058_016,3.0
stack_1,057_011,8.0
stack_1,030_012,12.0
stack_1,029_008,1.0
stack_1,028_009,10.0
stack_1,027_001,2.0
stack_1,026_006,9.0
stack_1,025_002,3.0
stack_1,024_008,8.0
stack_1,023_007,5.0
stack_1,022_008,8.0
stack_1,020_003,4.0
stack_1,031_012,9.0
stack_1,019_006,8.0
stack_1,017_002,3.0
stack_1,016_005,1.0
stack_1,015_004,3.0
stack_1,014_004,1.0
stack_1,013_005,1.0
stack_1,012_006,3.0
stack_1,011_006,1.0
stack_1,010_004,1.0
stack_1,009_003,3.0
stack_1,008_007,8.0
stack_1,018_004,3.0
stack_1,032_008,3.0
stack_1,021_005,3.0
stack_1,034_005,4.0
stack_1,033_012,7.0
stack_1,055_010,6.0
stack_1,054_016,7.0
stack_1,053_002,8.0
stack_1,052_006,9.0
stack_1,051_009,14.0
stack_1,050_002,9.0
stack_1,049_007,11.0
stack_1,048_002,11.0
stack_1,047_015,15.0
stack_1,046_015,15.0
stack_1,056_002,10.0
stack_1,044_015,15.0
stack_1,045_009,7.0
stack_1,036_002,2.0
stack_1,037_005,4.0
stack_1,038_007,15.0
stack_1,039_007,3.0
stack_1,035_011,16.0
stack_1,041_003,12.0
stack_1,042_005,11.0
stack_1,043_010,15.0
stack_1,040_013,15.0
stack_1,073_016,25.0
stack_1,081_010,14.0
stack_1,080_003,2.0
stack_1,079_020,21.0
stack_1,078_028,18.0
stack_1,077_021,17.0
stack_1,076_018,19.0
stack_1,082_026,19.0
stack_1,075_008,25.0
stack_1,074_020,25.0
stack_1,072_013,27.0
stack_1,067_012,9.0
stack_1,070_011,8.0
stack_1,069_023,15.0
stack_1,068_021,18.0
stack_1,066_020,9.0
stack_1,065_010,15.0
stack_1,064_020,9.0
stack_1,063_012,16.0
stack_1,062_006,11.0
stack_1,061_013,5.0
stack_1,083_026,16.0
stack_1,071_025,15.0
stack_1,084_013,7.0
stack_1,109_004,38.0
stack_1,086_031,
stack_1,060_001,6.0
stack_1,108_026,96.0
stack_1,107_004,35.0
stack_1,106_017,43.0
stack_1,105_026,29.0
stack_1,104_023,
stack_1,103_021,37.0
stack_1,102_012,
stack_1,101_022,
stack_1,100_013,
stack_1,099_023,27.0
stack_1,098_030,3.0
stack_1,097_025,11.0
stack_1,096_014,7.0
stack_1,095_022,9.0
stack_1,094_012,25.0
stack_1,093_017,20.0
stack_1,092_006,3.0
stack_1,091_007,6.0
stack_1,090_029,13.0
stack_1,089_027,14.0
stack_1,088_028,14.0
stack_1,087_025,16.0
stack_1,085_005,10.0
stack_1,059_009,2.0
stack_1,058_016,3.0
stack_1,057_011,8.0
stack_1,030_012,12.0
stack_1,029_008,1.0
stack_1,028_009,10.0
stack_1,027_001,2.0
stack_1,026_006,9.0
stack_1,025_002,3.0
stack_1,024_008,8.0
stack_1,023_007,5.0
stack_1,022_008,8.0
stack_1,021_005,3.0
stack_1,031_012,9.0
stack_1,020_003,4.0
stack_1,018_004,3.0
stack_1,017_002,3.0
stack_1,016_005,1.0
stack_1,015_004,3.0
stack_1,014_004,1.0
stack_1,013_005,1.0
stack_1,012_006,3.0
stack_1,011_006,1.0
stack_1,010_004,1.0
stack_1,009_003,3.0
stack_1,019_006,8.0
stack_1,032_008,3.0
stack_1,008_007,8.0
stack_1,034_005,4.0
stack_1,056_002,10.0
stack_1,055_010,6.0
stack_1,054_016,7.0
stack_1,053_002,8.0
stack_1,052_006,9.0
stack_1,051_009,14.0
stack_1,033_012,7.0
stack_1,049_007,11.0
stack_1,048_002,11.0
stack_1,047_015,15.0
stack_1,046_015,15.0
stack_1,050_002,9.0
stack_1,044_015,15.0
stack_1,043_010,15.0
stack_1,042_005,11.0
stack_1,041_003,12.0
stack_1,040_013,15.0
stack_1,039_007,3.0
stack_1,038_007,15.0
stack_1,037_005,4.0
stack_1,036_002,2.0
stack_1,035_011,16.0
stack_1,045_009,7.0
stack_1,075_027,7.0
stack_1,076_027,26.0
stack_1,077_001,20.0
stack_1,078_007,21.0
stack_1,083_019,
stack_1,080_011,28.0
stack_1,081_023,30.0
stack_1,082_018,20.0
stack_1,079_006,16.0
stack_1,074_023,11.0
stack_1,062_007,6.0
stack_1,072_025,9.0
stack_1,071_022,6.0
stack_1,070_023,11.0
stack_1,069_001,7.0
stack_1,068_001,8.0
stack_1,067_003,12.0
stack_1,066_001,7.0
stack_1,065_002,1.0
stack_1,064_002,4.0
stack_1,063_002,5.0
stack_1,084_028,30.0
stack_1,073_021,5.0
stack_1,085_002,16.0
stack_1,097_018,27.0
stack_1,087_013,19.0
stack_1,061_005,15.0
stack_1,109_010,8.0
stack_1,108_003,4.0
stack_1,107_006,6.0
stack_1,106_019,3.0
stack_1,105_019,5.0
stack_1,104_008,5.0
stack_1,103_010,4.0
stack_1,102_005,26.0
stack_1,101_028,18.0
stack_1,086_023,27.0
stack_1,100_015,24.0
stack_1,098_014,18.0
stack_1,096_027,28.0
stack_1,095_005,25.0
stack_1,094_025,15.0
stack_1,093_002,10.0
stack_1,092_032,31.0
stack_1,091_023,29.0
stack_1,090_031,26.0
stack_1,089_023,23.0
stack_1,088_020,21.0
stack_1,099_020,12.0
stack_1,060_007,9.0
stack_1,059_008,12.0
stack_1,058_010,16.0
stack_1,030_001,8.0
stack_1,029_001,8.0
stack_1,028_002,6.0
stack_1,027_005,8.0
stack_1,026_010,1.0
stack_1,025_003,4.0
stack_1,024_004,1.0
stack_1,023_002,8.0
stack_1,022_003,2.0
stack_1,021_008,6.0
stack_1,031_001,11.0
stack_1,020_008,1.0
stack_1,018_008,5.0
stack_1,017_007,2.0
stack_1,016_008,4.0
stack_1,015_006,5.0
stack_1,014_008,4.0
stack_1,013_004,7.0
stack_1,012_007,4.0
stack_1,011_008,4.0
stack_1,010_008,8.0
stack_1,009_008,8.0
stack_1,019_008,6.0
stack_1,032_001,2.0
stack_1,008_004,6.0
stack_1,034_012,13.0
stack_1,057_016,11.0
stack_1,056_004,9.0
stack_1,055_003,17.0
stack_1,054_010,15.0
stack_1,053_001,13.0
stack_1,052_012,8.0
stack_1,033_001,1.0
stack_1,050_016,12.0
stack_1,049_009,8.0
stack_1,048_008,8.0
stack_1,047_006,2.0
stack_1,051_002,1.0
stack_1,045_016,13.0
stack_1,046_001,2.0
stack_1,036_016,
stack_1,037_016,14.0
stack_1,038_013,4.0
stack_1,039_016,14.0
stack_1,035_014,12.0
stack_1,041_013,10.0
stack_1,042_012,10.0
stack_1,043_005,2.0
stack_1,044_001,2.0
stack_1,040_004,5.0
stack_1,082_025,14.0
stack_1,081_016,27.0
stack_1,080_002,22.0
stack_1,079_009,10.0
stack_1,078_016,14.0
stack_1,077_012,12.0
stack_1,076_030,23.0
stack_1,075_024,3.0
stack_1,074_003,4.0
stack_1,073_007,2.0
stack_1,061_005,15.0
stack_1,071_022,6.0
stack_1,070_023,11.0
stack_1,069_001,7.0
stack_1,068_001,8.0
stack_1,067_003,12.0
stack_1,066_001,7.0
stack_1,065_002,1.0
stack_1,064_002,4.0
stack_1,063_002,5.0
stack_1,062_007,6.0
stack_1,083_004,
stack_1,072_028,4.0
stack_1,084_015,28.0
stack_1,097_007,22.0
stack_1,086_007,18.0
stack_1,060_007,9.0
stack_1,109_011,2.0
stack_1,108_002,2.0
stack_1,107_011,2.0
stack_1,106_010,5.0
stack_1,105_001,
stack_1,104_027,4.0
stack_1,103_007,2.0
stack_1,102_009,19.0
stack_1,101_012,15.0
stack_1,100_004,14.0
stack_1,099_007,3.0
stack_1,098_023,17.0
stack_1,096_012,26.0
stack_1,095_013,18.0
stack_1,094_010,11.0
stack_1,093_025,15.0
stack_1,092_020,32.0
